id_transaksi,transaction_date,produk,total
TR0110200001,10/1/2020,"grafadon box,caviplex box,genrik methil prednisolone 4 mg,calsifar,allogon 500,otc tm rohto cool,bronkris box,genrik captopril 25",68000
